audit_design,audit_design_label,runs,mean_coverage,mean_sscs,min_sscs,violation_runs,mean_size,mean_worst_bin_violation,audit_pass_rate
main_35_055_025_020,"Main: 35%, 0.55/0.25/0.20",120,0.9969645430448478,0.9969645430448478,0.9797979797979798,0,4.3,0.0,0.4666666666666667
audit_25_055_025_020,Audit fraction 25%,120,0.996439640577401,0.996439640577401,0.9797979797979798,0,4.241666666666666,0.0,0.525
audit_50_055_025_020,Audit fraction 50%,120,0.9970262714399095,0.9970262714399095,0.9797979797979798,0,4.316666666666666,0.0,0.43333333333333335
equal_weights_35,Equal risk weights,120,0.9969645430448478,0.9969645430448478,0.9797979797979798,0,4.3,0.0,0.4666666666666667
entropy_only_35,Entropy only,120,0.9969645430448478,0.9969645430448478,0.9797979797979798,0,4.3,0.0,0.4666666666666667
