module,method,runs,coverage,dmax,dmean,violations,size,pass_rate,fallback_rate
Hard20-random,rankcover_confcert_adaptive,300,0.9973596704239305,0.0,0.0,0,4.973333333333334,0.38666666666666666,0.6133333333333333
Hard20-random,rankcover_empirical_zero_matched,300,0.9959750188774162,0.00011899313501144167,3.9664378337146664e-05,2,4.33,0.6366666666666667,0.36333333333333334
